590at6231	I	I	1727787.5	I	673792.0	I_1	I_1
593at6231	II	II	2655282.5	II	4586633.0	II_1	II_1
594at6231	I	I	15133049.0	I	6535966.5	I_2	I_1
596at6231	X	X	7825278.5	X	16843718.5	X_1	X_3
597at6231	III	III	8212184.5	III	13855178.5	III_1	III_2
603at6231	III	III	10326812.5	III	6854042.5	III_2	III_1
604at6231	II	II	10799843.0	II	8796423.5	II_2	II_2
605at6231	III	III	2413989.0	III	17385242.5	III_1	III_2
606at6231	V	V	8842566.5	V	12179997.0	V_2	V_2
609at6231	II	II	7053577.5	II	752513.5	II_2	II_1
612at6231	IV	IV	17511283.0	IV	5555634.5	IV_2	IV_1
613at6231	I	I	3928006.5	I	12806229.5	I_1	I_2
620at6231	III	III	2730660.5	III	18336603.5	III_1	III_2
625at6231	X	X	4756011.0	X	14397013.0	X_1	X_2
627at6231	II	II	4818100.0	II	3734765.0	II_1	II_1
629at6231	III	III	5844296.5	III	9955738.5	III_1	III_1
631at6231	I	I	3553992.0	I	13579651.5	I_1	I_2
632at6231	III	III	453599.0	III	18852185.5	III_1	III_2
634at6231	IV	IV	246786.5	IV	11014739.5	IV_1	IV_2
635at6231	IV	IV	210122.5	IV	10993804.0	IV_1	IV_2
638at6231	IV	IV	7646145.5	IV	7523591.0	IV_2	IV_1
639at6231	III	III	2561042.5	III	18190959.5	III_1	III_2
641at6231	IV	IV	11037408.0	IV	12436806.0	IV_2	IV_2
642at6231	V	V	12409687.5	V	8646659.5	V_2	V_1
644at6231	I	I	6591315.0	I	9792656.0	I_1	I_1
645at6231	II	II	7862203.5	II	824254.5	II_2	II_1
646at6231	I	I	5054607.0	I	16307240.0	I_1	I_2
650at6231	II	II	10720939.0	II	8787825.5	II_2	II_2
655at6231	II	II	9624820.5	II	11209071.5	II_2	II_2
657at6231	II	II	5668543.0	II	9035852.5	II_1	II_2
659at6231	IV	IV	9173023.0	IV	12772158.5	IV_2	IV_2
662at6231	IV	IV	1581139.5	IV	16818306.5	IV_1	IV_3
665at6231	I	I	7085789.0	I	11394215.5	I_1	I_2
670at6231	I	I	17921122.5	I	15372693.5	I_2	I_2
675at6231	I	I	10253994.5	I	7009359.0	I_2	I_1
683at6231	V	V	10751027.5	V	5022890.0	V_2	V_1
687at6231	III	III	914691.5	III	18732815.0	III_1	III_2
693at6231	III	III	9529152.5	III	10486503.0	III_2	III_2
700at6231	III	III	4045123.5	III	12311952.5	III_1	III_2
701at6231	V	V	8114082.5	V	16796899.0	V_1	V_2
702at6231	II	II	8459484.0	II	10641952.0	II_2	II_2
704at6231	II	II	17917209.5	II	13476589.0	II_2	II_2
708at6231	V	V	9779527.5	V	2413860.0	V_2	V_1
712at6231	II	I	5093135.0	I	16250494.0	I_1	I_2
716at6231	III	III	9005781.0	III	16853446.5	III_2	III_2
718at6231	X	X	7728852.0	X	16953219.5	X_1	X_3
721at6231	I	I	17145887.0	I	1831375.5	I_2	I_1
722at6231	III	III	6463824.0	III	13324511.0	III_1	III_2
724at6231	III	III	3086131.5	III	4844025.0	III_1	III_1
725at6231	II	II	7221642.5	II	8055125.0	II_2	II_2
728at6231	IV	IV	8775828.5	IV	10365791.5	IV_2	IV_1
734at6231	III	III	9431188.0	III	10376552.0	III_2	III_2
735at6231	X	X	14905727.0	X	8460724.5	X_3	X_1
736at6231	II	II	2054391.5	II	9174925.5	II_1	II_2
740at6231	I	IV	9424427.5	IV	8170244.0	IV_2	IV_1
741at6231	I	III	9750578.0	III	10764250.0	III_2	III_2
743at6231	V	V	1185432.0	V	258899.0	V_1	V_1
746at6231	II	II	11555918.5	II	8625911.5	II_2	II_2
754at6231	II	II	10683147.5	II	7162305.0	II_2	II_2
759at6231	IV	IV	10327022.5	IV	9665395.5	IV_2	IV_1
764at6231	X	X	6825882.5	X	15481780.5	X_1	X_2
772at6231	II	II	7505922.0	II	9436078.0	II_2	II_2
777at6231	I	I	531786.5	I	10108947.5	I_1	I_2
781at6231	X	X	4873222.5	X	14316682.5	X_1	X_2
782at6231	III	III	6471422.5	III	13309597.5	III_1	III_2
786at6231	IV	IV	9940878.0	IV	12939123.0	IV_2	IV_2
787at6231	V	V	10622667.5	V	8477145.0	V_2	V_1
788at6231	X	X	11293183.5	X	5755756.5	X_2	X_1
790at6231	X	X	270679.0	X	12676507.0	X_1	X_2
794at6231	II	II	4342931.5	II	272121.5	II_1	II_1
798at6231	I	I	3699295.0	I	12794736.0	I_1	I_2
800at6231	II	II	8481342.0	II	10659117.0	II_2	II_2
801at6231	X	X	7187409.0	X	16492661.0	X_1	X_3
802at6231	X	X	6988526.0	X	15766252.5	X_1	X_2
803at6231	III	III	10196351.5	III	6994700.0	III_2	III_1
810at6231	II	II	11910399.0	II	2247554.0	II_2	II_1
813at6231	II	II	13104951.0	II	7085925.5	II_2	II_2
814at6231	X	X	13970495.5	X	7527903.5	X_3	X_1
815at6231	III	III	11716833.5	III	604656.5	III_2	III_1
816at6231	X	X	16552858.0	X	9249631.0	X_3	X_2
817at6231	II	II	14264318.0	II	12164852.0	II_2	II_2
821at6231	III	III	5335550.5	III	12666428.0	III_1	III_2
825at6231	II	II	9102377.0	II	5217377.0	II_2	II_1
826at6231	III	III	10949608.5	III	8682113.0	III_2	III_1
829at6231	III	III	5013351.5	III	12390224.0	III_1	III_2
837at6231	III	III	979328.5	III	5857662.5	III_1	III_1
838at6231	III	III	9273850.5	III	10168533.0	III_2	III_2
842at6231	III	III	8105007.5	III	14035127.5	III_1	III_2
844at6231	IV	IV	6679128.0	IV	17372033.0	IV_1	IV_3
845at6231	V	V	8343110.0	V	7801464.0	V_1	V_1
849at6231	I	I	6166556.5	I	14473953.0	I_1	I_2
850at6231	V	V	8979799.5	V	11974480.0	V_2	V_2
851at6231	IV	IV	6745060.0	IV	17424140.0	IV_1	IV_3
853at6231	I	I	7832446.5	I	17685493.0	I_2	I_2
857at6231	V	V	1163695.5	V	244923.5	V_1	V_1
860at6231	III	III	9039899.0	III	16935163.0	III_2	III_2
862at6231	II	II	12828803.0	II	1225875.5	II_2	II_1
868at6231	V	V	10796700.0	V	14981331.5	V_2	V_2
869at6231	III	III	8926820.5	III	16611103.5	III_2	III_2
872at6231	V	V	11218665.5	V	8168368.5	V_2	V_1
875at6231	IV	IV	3860089.5	IV	15690571.0	IV_1	IV_2
876at6231	X	X	16270386.0	X	13476807.5	X_3	X_2
879at6231	X	X	13568386.5	X	7143227.5	X_3	X_1
881at6231	I	I	9241383.0	I	7932518.5	I_2	I_1
885at6231	V	V	4203447.0	V	9365976.5	V_1	V_2
890at6231	V	V	5977159.0	V	12834656.0	V_1	V_2
899at6231	I	I	537627.0	I	10118342.0	I_1	I_2
900at6231	III	III	9353170.0	III	10274093.5	III_2	III_2
902at6231	V	V	345050.0	V	7617872.5	V_1	V_1
903at6231	III	III	5119960.0	III	12523763.5	III_1	III_2
904at6231	X	X	3356755.0	X	11635236.5	X_1	X_2
908at6231	V	V	6189520.0	V	13101553.5	V_1	V_2
912at6231	V	V	7000678.5	V	5528037.0	V_1	V_1
914at6231	unassigned	II	13053889.5	II	7130946.0	II_2	II_2
916at6231	I	I	5461979.0	I	16841896.5	I_1	I_2
917at6231	V	V	14377137.0	V	10564738.5	V_2	V_2
918at6231	I	I	2257724.5	I	13230117.5	I_1	I_2
921at6231	IV	IV	11263211.0	IV	8526276.5	IV_2	IV_1
922at6231	IV	IV	1646060.5	IV	16905457.5	IV_1	IV_3
925at6231	III	III	7480348.5	III	10868614.5	III_1	III_2
933at6231	V	V	11038837.5	V	13821876.5	V_2	V_2
937at6231	I	I	9405105.0	I	10322648.0	I_2	I_2
939at6231	II	II	12228935.5	II	11065652.0	II_2	II_2
943at6231	V	V	5471493.5	V	425841.5	V_1	V_1
944at6231	IV	IV	7442442.0	IV	7763846.0	IV_2	IV_1
951at6231	III	III	8480461.0	III	15590514.5	III_1	III_2
952at6231	X	X	14095788.5	X	7452064.0	X_3	X_1
957at6231	II	II	12888269.5	II	1060908.0	II_2	II_1
958at6231	II	II	10783156.5	II	8813080.5	II_2	II_2
960at6231	III	III	13081452.0	III	481701.5	III_2	III_1
961at6231	X	X	8109581.5	X	16096300.0	X_1	X_3
962at6231	I	I	7402416.5	I	12734391.5	I_1	I_2
963at6231	III	III	6807175.0	III	9045199.0	III_1	III_1
965at6231	X	X	11891827.5	X	1389150.0	X_2	X_1
968at6231	II	II	8754041.0	II	6329636.5	II_2	II_1
969at6231	I	I	9491520.0	I	17268887.5	I_2	I_2
982at6231	V	V	3385983.5	V	6140592.5	V_1	V_1
984at6231	X	X	2468611.0	X	11143589.0	X_1	X_2
987at6231	III	III	9067668.0	III	16984699.5	III_2	III_2
989at6231	II	II	10216420.0	II	5274015.0	II_2	II_1
993at6231	V	V	7937578.0	V	17898504.5	V_1	V_2
994at6231	X	X	10142614.5	X	5510409.5	X_2	X_1
995at6231	V	V	13012287.0	V	9140276.5	V_2	V_2
997at6231	II	II	14241534.5	II	12186712.5	II_2	II_2
998at6231	X	X	9695805.0	X	739448.5	X_2	X_1
1003at6231	II	II	3510689.5	II	9121447.0	II_1	II_2
1008at6231	II	II	7308496.5	II	8006870.5	II_2	II_2
1013at6231	X	X	7515897.5	X	17182072.5	X_1	X_3
1014at6231	V	V	8891121.0	V	12127772.0	V_2	V_2
1017at6231	III	III	5972707.5	III	11275700.0	III_1	III_2
1018at6231	III	III	11167858.5	III	8708325.5	III_2	III_1
1019at6231	IV	IV	8136331.5	IV	14628893.5	IV_2	IV_2
1022at6231	IV	IV	6203182.0	IV	16494564.0	IV_1	IV_3
1024at6231	II	II	11311637.5	II	7558876.0	II_2	II_2
1034at6231	III	III	7195285.5	III	11231276.0	III_1	III_2
1037at6231	IV	IV	14968460.0	IV	498729.0	IV_2	IV_1
1040at6231	II	II	12538014.5	II	631800.5	II_2	II_1
1042at6231	X	X	3310102.5	X	11608747.5	X_1	X_2
1045at6231	I	I	6409047.5	I	3849385.0	I_1	I_1
1047at6231	III	III	4090396.0	III	6236687.0	III_1	III_1
1053at6231	X	I	13673816.0	I	6758501.0	I_2	I_1
1055at6231	III	III	488642.5	III	18834773.5	III_1	III_2
1056at6231	I	I	4785067.5	I	16672817.5	I_1	I_2
1057at6231	IV	IV	10493581.5	IV	9839774.5	IV_2	IV_1
1060at6231	III	III	10883837.5	III	9426373.5	III_2	III_1
1066at6231	X	X	7594104.5	X	17102089.0	X_1	X_3
1072at6231	IV	IV	15242837.5	IV	4949655.5	IV_2	IV_1
1073at6231	II	II	16844810.5	II	17556006.0	II_2	II_3
1076at6231	I	I	8543761.0	I	12121790.0	I_2	I_2
1082at6231	II	II	6943917.5	II	1728310.5	II_2	II_1
1083at6231	V	V	2770844.5	V	18221025.5	V_1	V_2
1086at6231	IV	IV	9328972.5	IV	10333671.0	IV_2	IV_1
1087at6231	I	I	9179162.0	I	7859537.5	I_2	I_1
1088at6231	II	II	12859107.0	II	1134962.5	II_2	II_1
1093at6231	II	II	8524470.5	II	46539.0	II_2	II_1
1099at6231	X	III	6524641.0	III	13206924.0	III_1	III_2
1101at6231	I	I	16285932.0	I	4343307.0	I_2	I_1
1104at6231	III	II	10609442.5	II	7248707.5	II_2	II_2
1109at6231	V	V	12841653.0	II	12799851.0	V_2	II_2
1112at6231	V	V	13628734.0	V	7331029.0	V_2	V_1
1113at6231	I	I	7554502.0	I	15540354.5	I_1	I_2
1115at6231	III	III	4937037.0	III	12331994.0	III_1	III_2
1118at6231	III	III	16340117.0	III	4318841.5	III_2	III_1
1121at6231	X	X	3173960.0	X	11533719.0	X_1	X_2
1122at6231	IV	IV	1990057.5	IV	10798255.5	IV_1	IV_1
1123at6231	X	X	14437096.0	X	7816218.0	X_3	X_1
1125at6231	V	V	9955500.0	V	1384991.5	V_2	V_1
1128at6231	V	V	6989867.5	V	5542811.5	V_1	V_1
1129at6231	IV	IV	7414112.0	IV	7795543.5	IV_2	IV_1
1131at6231	III	III	6693619.0	III	12903487.0	III_1	III_2
1133at6231	IV	IV	10521428.5	IV	9871251.0	IV_2	IV_1
1134at6231	I	I	15313869.0	I	6510027.0	I_2	I_1
1135at6231	V	V	7067007.5	V	5370116.0	V_1	V_1
1140at6231	IV	IV	7466071.5	IV	7742831.0	IV_2	IV_1
1142at6231	I	I	7194371.0	I	11025403.5	I_1	I_2
1144at6231	III	III	10168129.5	III	6841176.0	III_2	III_1
1147at6231	I	I	7021471.0	I	11513252.0	I_1	I_2
1148at6231	III	III	1292892.5	III	18092315.5	III_1	III_2
1150at6231	I	I	6350159.5	I	14298515.5	I_1	I_2
1152at6231	III	III	7530078.0	III	10808670.0	III_1	III_2
1155at6231	I	I	4277700.0	I	3502880.0	I_1	I_1
1156at6231	III	III	7642017.5	III	12170556.0	III_1	III_2
1157at6231	IV	I	10460278.5	I	6824211.0	I_2	I_1
1158at6231	II	II	7174717.5	II	8076709.5	II_2	II_2
1159at6231	III	III	6477599.0	III	13298760.0	III_1	III_2
1160at6231	I	I	243267.5	I	8306735.5	I_1	I_1
1161at6231	I	II	10627008.0	II	7229997.5	II_2	II_2
1169at6231	III	III	9081900.0	III	17010335.5	III_2	III_2
1173at6231	II	II	6196929.5	IV	15614881.0	II_1	IV_2
1174at6231	I	I	12936324.5	I	7709141.5	I_2	I_1
1177at6231	III	III	7998359.0	III	14264802.0	III_1	III_2
1179at6231	I	I	10363356.0	I	7052203.0	I_2	I_1
1180at6231	V	X	11412785.5	X	5902265.0	X_2	X_1
1181at6231	X	X	6176970.0	X	11943245.0	X_1	X_2
1182at6231	X	X	7350727.5	X	16305149.0	X_1	X_3
1183at6231	III	X	12530220.0	X	7984951.0	X_2	X_1
1187at6231	V	V	899964.5	V	5342994.0	V_1	V_1
1193at6231	III	III	7370660.5	III	11018538.5	III_1	III_2
1194at6231	V	V	5287676.0	V	14021237.0	V_1	V_2
1196at6231	V	I	8809688.0	I	17381209.0	I_2	I_2
1199at6231	II	II	8381785.5	II	8520048.5	II_2	II_2
1200at6231	II	II	12129706.5	II	2993363.5	II_2	II_1
1202at6231	III	III	3763858.0	III	239216.0	III_1	III_1
1205at6231	III	IV	2261413.0	IV	8590442.0	IV_1	IV_1
1211at6231	I	I	4068213.0	I	13127438.5	I_1	I_2
1215at6231	V	V	16385401.5	V	9833899.5	V_2	V_2
1219at6231	IV	IV	11212279.0	IV	13317506.5	IV_2	IV_2
1222at6231	X	X	285748.0	X	12640775.0	X_1	X_2
1223at6231	IV	IV	5162621.0	IV	6680639.0	IV_1	IV_1
1228at6231	V	V	1193355.5	V	267992.0	V_1	V_1
1230at6231	IV	IV	8975549.5	IV	9432790.5	IV_2	IV_1
1233at6231	X	X	1778547.0	X	10603565.5	X_1	X_2
1235at6231	IV	IV	7205386.0	IV	7978694.5	IV_2	IV_1
1250at6231	V	V	7077360.5	V	5380051.5	V_1	V_1
1252at6231	I	I	17214563.5	I	1773485.5	I_2	I_1
1255at6231	III	III	830570.5	III	19005376.5	III_1	III_2
1262at6231	IV	IV	17128436.0	IV	1398654.5	IV_2	IV_1
1263at6231	I	I	3984582.0	I	12752458.5	I_1	I_2
1264at6231	IV	IV	8956302.5	IV	9414388.0	IV_2	IV_1
1266at6231	IV	IV	495033.0	IV	11540440.0	IV_1	IV_2
1270at6231	I	I	8831741.0	I	17358145.5	I_2	I_2
1272at6231	III	III	11303938.0	III	9249808.5	III_2	III_1
1273at6231	V	V	4058683.0	V	9408281.5	V_1	V_2
1275at6231	I	I	1874946.0	I	9591044.0	I_1	I_1
1278at6231	II	II	12257293.5	II	11108943.0	II_2	II_2
1279at6231	X	X	656575.5	X	9480380.5	X_1	X_2
1281at6231	III	III	14909748.5	III	7373426.5	III_2	III_1
1285at6231	X	X	9003385.5	X	208405.5	X_2	X_1
1293at6231	I	I	9648764.5	I	8078638.0	I_2	I_1
1301at6231	I	I	12378681.5	I	8899749.0	I_2	I_1
1314at6231	II	II	10499214.0	II	7379645.0	II_2	II_2
1315at6231	IV	V	9557324.0	V	6955985.0	V_2	V_1
1316at6231	III	III	12266056.0	III	8865605.5	III_2	III_1
